Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Mercedes SLK280 cabriolet,"Kharouba, Salé",165 000 DH,2007,Automatique,Essence,10 000 - 14 999,Mercedes-Benz,280,3.0,WW au Maroc,Non,17 CV,Excellent,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True,True
Land Rover Range Rover Evoque Diesel Automatique,"Anahda, Agadir",340 000 DH,2019,Automatique,Diesel,15 000 - 19 999,Land Rover,Range Rover Evoque,5.0,WW au Maroc,,8 CV,Excellent,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True
fiat 500 2014 tt options,"Aïn Borja, Casablanca",85 000 DH,2014,Manuelle,Essence,100 000 - 109 999,Fiat,500,3.0,WW au Maroc,Non,6 CV,Excellent,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,True
sayara Mercedes,"Sidi Moumen, Casablanca",240 000 DH,2019,Automatique,Diesel,0 - 4 999,Mercedes-Benz,220,5.0,WW au Maroc,Non,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fiat 500 L Diesel Manuelle 2014 à Marrakech,"Route de Casablanca, Marrakech",110 000 DH,2014,Manuelle,Diesel,150 000 - 159 999,Fiat,500L,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True
Renault Captur Diesel Automatique à Agadir,"Hay Mohammadi, Agadir",170 000 DH,2018,Automatique,Diesel,45 000 - 49 999,Renault,Captur,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
golf 6,"Toute la ville, Demnate",117 000 DH,2009,Manuelle,Diesel,25 000 - 29 999,Volkswagen,Golf 6,,Dédouanée,Non,8 CV,Très bon,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,True
مرسيديس  نقية,"Ben Dibane, Tanger",18 000 DH,1980 ou plus ancien,Manuelle,Diesel,350 000 - 399 999,Mercedes-Benz,220,3.0,Dédouanée,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia dokkier m 2019 km 138000,"Agadir Oufella, Agadir",120 000 DH,2019,Manuelle,Diesel,130 000 - 139 999,Dacia,Dokker,5.0,WW au Maroc,,6 CV,Très bon,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True
رونو كليو موديل 2017,"Beni Makada Lakdima, Tanger",108 000 DH,2017,Manuelle,Diesel,95 000 - 99 999,Renault,Clio,5.0,,,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KIFAL - MERCEDES-BENZ Classe C,"Autre secteur, Casablanca",475 000 DH,2019,Automatique,Diesel,100 000 - 109 999,Mercedes-Benz,Classe C,,,,8 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VW caddy cross 1.6 tdi 106 boite tiptronic,"Hay Lazaret, Oujda",173 000 DH,2014,Automatique,Diesel,190 000 - 199 999,Volkswagen,Caddy,5.0,Dédouanée,Oui,7 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes-Benz Classe E Coupé Diesel Automatique,"Bournazil, Casablanca",55 000 DH,2003,Automatique,Diesel,250 000 - 299 999,Mercedes-Benz,Classe E,3.0,Dédouanée,Non,12 CV,Bon,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,True
رونو 19 بنزين يدوي 1997 في العرائش,"Toute la ville, Larache",26 000 DH,1997,Manuelle,Essence,5 000 - 9 999,Renault,19,5.0,Dédouanée,Non,8 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Skoda Octavia Diesel Automatique 2024 à Casablanca,"Maarif, Casablanca",375 000 DH,2024,Automatique,Diesel,0 - 4 999,Skoda,Octavia,5.0,WW au Maroc,Non,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ford Mustang Coupé Essence Automatique 2006,"Abdelmoumen, Casablanca",140 000 DH,2006,Automatique,Essence,120 000 - 129 999,Ford,Mustang,5.0,Dédouanée,Non,20 CV,Très bon,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True,True
leon seat tout opition,"Al Fida, Casablanca",120 000 DH,2012,Manuelle,Diesel,Plus de 500 000,Seat,Leon,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False
Fiat 500 Essence Automatique 2021 à Casablanca,"Maarif, Casablanca",134 000 DH,2021,Automatique,Essence,50 000 - 54 999,Fiat,500,5.0,WW au Maroc,Oui,7 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Audi Q3 Diesel Automatique 2016 à Béni Mellal,"Toute la ville, Béni Mellal",230 000 DH,2016,Automatique,Diesel,170 000 - 179 999,Audi,Q3,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True
سيارة فورد فييسطا,"Toute la ville, Demnate",100 000 DH,2015,Manuelle,Diesel,150 000 - 159 999,Ford,Fiesta,,WW au Maroc,,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Passat Diesel Manuelle 2011 à Fès,"Narjis, Fès",90 000 DH,2011,Manuelle,Diesel,160 000 - 169 999,Volkswagen,Passat,5.0,WW au Maroc,Non,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes-Benz Classe GLE Diesel Automatique 2016,"Maarif, Casablanca",345 000 DH,2016,Automatique,Diesel,140 000 - 149 999,Mercedes-Benz,Classe GLE,,WW au Maroc,,9 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renault Captur Diesel Manuelle 2015 à Béni Mellal,"Harhoura, Temara",128 000 DH,2015,Manuelle,Diesel,200 000 - 249 999,Renault,Captur,3.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True
Toyota Auris Diesel Manuelle 2008 à Meknès,"Sidi Said, Meknès",85 000 DH,2008,Manuelle,Diesel,30 000 - 34 999,Toyota,Auris,5.0,WW au Maroc,Non,5 CV,Bon,True,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True
Hyundai Tucson Diesel Automatique 2021,"Maarif, Casablanca",330 000 DH,2021,Automatique,Diesel,65 000 - 69 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia Dokker Diesel Manuelle 2020 à Casablanca,"Maarif, Casablanca",130 000 DH,2020,Manuelle,Diesel,110 000 - 119 999,Dacia,Dokker,,WW au Maroc,Oui,8 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kia Picanto 1.0L 67 Motion 2022,"Maarif, Casablanca",125 000 DH,2022,Manuelle,Essence,65 000 - 69 999,Kia,Picanto,5.0,WW au Maroc,Oui,5 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Tiguan 2.0 TDI 150 4M DSG7 R-LINE,"Hay Lazaret, Oujda",380 000 DH,2017,Automatique,Diesel,140 000 - 149 999,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Volkswagen Tiguan 2.0 TDI 150 4M DSG7 R-LINE,"Hay Lazaret, Oujda",370 000 DH,2017,Automatique,Diesel,140 000 - 149 999,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
تيكوان r line موديل 2022 ديوانة 2024 باقة نقية,"Aïn Chock, Casablanca",540 000 DH,2022,Automatique,Diesel,5 000 - 9 999,Volkswagen,Tiguan,5.0,Importée neuve,Oui,Plus de 41 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Renault R11 Diesel Manuelle,"Mimosas, Kénitra",25 000 DH,1987,Manuelle,Diesel,400 000 - 449 999,Renault,R11,5.0,Dédouanée,Non,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citroën c15,"Aïn Chock, Casablanca",30 000 DH,1991,Manuelle,Diesel,250 000 - 299 999,Citroen,C15,3.0,WW au Maroc,Non,7 CV,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
jeep wrangler,"Centre, Kénitra",280 000 DH,2015,Automatique,Diesel,110 000 - 119 999,Jeep,Wrangler,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Peugeot 308 Diesel / 2011 à Temara,"Massira, Temara",86 000 DH,2011,Manuelle,Diesel,200 000 - 249 999,Peugeot,308,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True
Citroën Berlingo Diesel Manuelle 2022 à Rabat,"Hay Nahda, Rabat",190 000 DH,2022,Manuelle,Diesel,120 000 - 129 999,Citroen,Berlingo,5.0,WW au Maroc,Oui,5 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Touran Diesel Automatique 2009,"Al Qods, Casablanca",130 000 DH,2009,Automatique,Diesel,350 000 - 399 999,Volkswagen,Touran,5.0,Dédouanée,Non,8 CV,Excellent,False,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True
Ford Mondeo Diesel Manuelle 2002 à Marrakech,"Targa, Marrakech",60 000 DH,2002,Manuelle,Diesel,200 000 - 249 999,Ford,Mondeo,5.0,WW au Maroc,Oui,8 CV,Bon,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,True
سياط ليون بنزين يدوي 2007 في العيون,"Toute la ville, Laâyoune",65 000 DH,2007,Manuelle,Essence,200 000 - 249 999,Seat,Leon,5.0,,Non,8 CV,Bon,False,True,True,False,True,False,True,True,False,True,True,False,False,False,True,True
Ford Fusion Diesel Automatique 2018 à Marrakech,"Agdal, Marrakech",199 000 DH,2018,Automatique,Diesel,150 000 - 159 999,Ford,Fusion,5.0,WW au Maroc,Non,8 CV,Bon,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
سيارة رينجر روفر,"Hay Hassani, Casablanca",180 000 DH,2013,Automatique,Diesel,150 000 - 159 999,Autres,Autres,5.0,WW au Maroc,Non,10 CV,Excellent,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False
Dacia Duster,"Toute la ville, Fquih Ben Saleh",185 000 DH,2022,Automatique,Diesel,95 000 - 99 999,Dacia,Duster,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,True,False,True,False,True,True,False,True,True,False,False,False,True,True
jeep à vendre,"Centre ville, Tétouan",175 000 DH,2017,Automatique,Diesel,170 000 - 179 999,Jeep,Grand Cherokee,,WW au Maroc,,12 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True
Peugeot 208 Diesel Manuelle 2023 à El Jadida,"Alaouiyine, El Jadida",167 999 DH,2023,Manuelle,Diesel,30 000 - 34 999,Peugeot,208,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True
Suzuki Vitara Diesel Manuelle 2009 à Ouarzazate,"Toute la ville, Ouarzazate",83 000 DH,2009,Manuelle,Diesel,30 000 - 34 999,Suzuki,Vitara,5.0,WW au Maroc,Non,7 CV,Très bon,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
Mercedes-Benz 220 Diesel Automatique 2008,"Centre, Kénitra",127 000 DH,2008,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,220,5.0,Dédouanée,Non,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fiat 500 L Diesel Manuelle 2014 à Marrakech,"Route de Casablanca, Marrakech",110 000 DH,2014,Manuelle,Diesel,150 000 - 159 999,Fiat,500L,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True
KIFAL - JEEP Cherokee,"Autre secteur, Casablanca",210 000 DH,2019,Automatique,Diesel,90 000 - 94 999,Jeep,Cherokee,,,,8 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fiat Fiorino Diesel  2019,"Aïn Chock, Casablanca",103 000 DH,2019,Manuelle,Diesel,130 000 - 139 999,Fiat,Fiorino,5.0,WW au Maroc,Non,5 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
volkswagen touareg,"Hay Qods, Agadir",168 000 DH,2017,Automatique,Diesel,10 000 - 14 999,Volkswagen,Touareg,5.0,WW au Maroc,Non,12 CV,Excellent,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False
Fiat Siena,"Toute la ville, Oued Laou",30 000 DH,1999,Manuelle,Essence,200 000 - 249 999,Fiat,Siena,5.0,WW au Maroc,Oui,7 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
voiture comme neuve,"Hay Riad, Rabat",232 000 DH,2019,Automatique,Diesel,90 000 - 94 999,Peugeot,508,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Citroen C4 Diesel Manuelle 2012 à Kénitra,"Centre, Kénitra",103 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Citroen,C4,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True
Citroën C-elysee 2023 Diesel en très bonne état,"Agdal, Fès",138 000 DH,2023,Manuelle,Diesel,70 000 - 74 999,Citroen,C-Elysée,,WW au Maroc,,6 CV,Excellent,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True
Seat Leon Diesel Manuelle 2015 à Casablanca,"Maarif, Casablanca",132 000 DH,2015,Manuelle,Diesel,150 000 - 159 999,Seat,Leon,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True
Opel grandland x,"Toute la ville, Errachidia",205 000 DH,2019,Manuelle,Diesel,90 000 - 94 999,Opel,Grandland,,WW au Maroc,Non,6 CV,Excellent,False,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False
KIFAL - CITROEN C5 Aircross,"Autre secteur, Marrakech",282 000 DH,2023,Automatique,Diesel,20 000 - 24 999,Citroen,C5,,,,6 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KIFAL - PORSCHE Cayenne S,"Autre secteur, Casablanca",475 000 DH,2016,Automatique,Diesel,130 000 - 139 999,Porsche,Cayenne,,,,12 CV,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Skoda Octavia Diesel Manuelle 2021 à Casablanca,"Aïn Chock, Casablanca",205 000 DH,2021,Manuelle,Diesel,35 000 - 39 999,Skoda,Octavia,5.0,WW au Maroc,Oui,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jaguar XE Diesel,"Maarif, Casablanca",205 000 DH,2016,Automatique,Diesel,90 000 - 94 999,Jaguar,XE,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
caddy 2009diwna 2014 n9ya cart grise,"Toute la ville, Khouribga",112 000 DH,2009,Manuelle,Diesel,30 000 - 34 999,Volkswagen,Caddy,5.0,Dédouanée,Non,8 CV,Bon,False,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True
kongoo 2011,"Ahlane, Tanger",75 000 DH,2011,Manuelle,Diesel,200 000 - 249 999,Renault,Kangoo,5.0,WW au Maroc,Non,6 CV,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Ford Focus Diesel Manuelle 2008 à Casablanca,"Belvédère, Casablanca",75 000 DH,2008,Manuelle,Diesel,170 000 - 179 999,Ford,Focus,5.0,WW au Maroc,Oui,6 CV,Bon,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,True
Skoda octavia,"Suisse, Agadir",218 000 DH,2021,Automatique,Diesel,120 000 - 129 999,Skoda,Octavia,5.0,WW au Maroc,Non,8 CV,Excellent,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,True
golf 5,"Toute la ville, Moulay Bousselham",83 500 DH,2004,Manuelle,Diesel,250 000 - 299 999,Volkswagen,Golf 5,5.0,Dédouanée,Non,8 CV,Excellent,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
Audi Q5 2021,"Achennad, Tanger",680 000 DH,2021,Automatique,Diesel,85 000 - 89 999,Audi,Q5,5.0,Dédouanée,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Hyundai Atos Essence Manuelle 2009 à Casablanca,"Oulfa, Casablanca",39 000 DH,2009,Manuelle,Essence,150 000 - 159 999,Hyundai,Atos,5.0,WW au Maroc,Non,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
بيجو بارتنر ديزل يدوي 2008 في عين عودة,"Toute la ville, Ain Aouda",65 000 DH,2008,Manuelle,Diesel,30 000 - 34 999,Peugeot,Partner,5.0,Dédouanée,Non,7 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Audi Q5 Sportback Hybride Automatique 2021,"Autre secteur, Marrakech",450 000 DH,2021,Automatique,Hybride,35 000 - 39 999,Audi,Q5,5.0,Pas encore dédouanée,Oui,13 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
peugeot 208,"Route de Sefrou, Fès",133 000 DH,2020,Manuelle,Diesel,100 000 - 109 999,Peugeot,208,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
HONDA C-RV,"Aïn Chock, Casablanca",75 000 DH,2008,Manuelle,Essence,180 000 - 189 999,Honda,CR-V,5.0,WW au Maroc,Non,11 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
dokirr ba9a mliha li mhtam itas biya,"Toute la ville, Fquih Ben Saleh",118 000 DH,2019,Manuelle,Diesel,10 000 - 14 999,Dacia,Dokker,5.0,WW au Maroc,Non,6 CV,Excellent,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
Renault Clio Diesel Manuelle 2019 à Safi,"LABC, Safi",118 000 DH,2019,Manuelle,Diesel,90 000 - 94 999,Renault,Clio,5.0,WW au Maroc,Oui,6 CV,Très bon,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True
Honda Civic Essence Manuelle 1992 à Salé,"Toute la ville, Salé",31 000 DH,1992,Manuelle,Essence,300 000 - 349 999,Honda,Civic,3.0,Dédouanée,Oui,9 CV,Bon,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
Mercedes-Benz Classe ML Diesel Automatique 2008,"Agdal, Rabat",80 000 DH,2008,Automatique,Diesel,160 000 - 169 999,Mercedes-Benz,Classe ML,5.0,Importée neuve,Non,13 CV,Très bon,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
Ford Focus Diesel Manuelle 2009 à Casablanca,"Oulfa, Casablanca",88 000 DH,2009,Manuelle,Diesel,20 000 - 24 999,Ford,Focus,5.0,WW au Maroc,Oui,7 CV,Bon,True,True,True,False,True,False,True,True,False,True,True,False,False,False,True,False
